t,u[0],u[1],u[2]
22.76,7.73295,4.03509,29.6786
22.765,7.54806,3.91135,29.4389
22.77,7.36622,3.79975,29.194
22.775,7.1879,3.69994,28.9446
22.78,7.0135,3.61155,28.6917
22.785,6.8434,3.53417,28.4358
22.79,6.67794,3.46737,28.1776
22.795,6.51741,3.41072,27.9176
22.8,6.36208,3.36376,27.6566
22.805,6.21216,3.32606,27.3948
22.81,6.06786,3.29716,27.1328
22.815,5.92932,3.27665,26.8711
22.82,5.79669,3.26408,26.61
22.825,5.67006,3.25907,26.3498
22.83,5.54951,3.26121,26.0908
22.835,5.43509,3.27013,25.8335
22.84,5.32684,3.28548,25.5779
22.845,5.22478,3.30693,25.3243
22.85,5.12888,3.33417,25.0731
22.855,5.03915,3.36691,24.8243
22.86,4.95554,3.4049,24.5781
22.865,4.878,3.44788,24.3348
22.87,4.8065,3.49565,24.0944
22.875,4.74096,3.548,23.8571
22.88,4.68131,3.60476,23.6232
22.885,4.62748,3.66578,23.3926
22.89,4.5794,3.73091,23.1655
22.895,4.53697,3.80006,22.942
22.9,4.50013,3.87311,22.7223
22.905,4.46877,3.95,22.5065
22.91,4.44284,4.03065,22.2947
22.915,4.42223,4.11502,22.087
22.92,4.40687,4.20308,21.8835
22.925,4.39668,4.2948,21.6843
22.93,4.39158,4.39018,21.4896
22.935,4.39151,4.48923,21.2995
22.94,4.3964,4.59195,21.114
22.945,4.40618,4.69838,20.9335
22.95,4.42079,4.80854,20.7579
22.955,4.44017,4.92247,20.5874
22.96,4.46429,5.04023,20.4222
22.965,4.49309,5.16185,20.2624
22.97,4.52652,5.28741,20.1082
22.975,4.56457,5.41695,19.9597
22.98,4.60719,5.55055,19.8172
22.985,4.65436,5.68825,19.6809
22.99,4.70605,5.83014,19.5508
22.995,4.76226,5.97627,19.4273
23,4.82296,6.12671,19.3106
23.005,4.88814,6.2815,19.2009
23.01,4.95781,6.44071,19.0984
23.015,5.03196,6.60438,19.0034
23.02,5.11058,6.77255,18.9162
23.025,5.19368,6.94525,18.837
23.03,5.28126,7.12251,18.7662
23.035,5.37332,7.30432,18.7041
23.04,5.46987,7.49068,18.6509
23.045,5.57091,7.68157,18.6071
23.05,5.67644,7.87694,18.573
23.055,5.78647,8.07673,18.5489
23.06,5.90098,8.28086,18.5353
23.065,6.01997,8.4892,18.5325
23.07,6.14343,8.70163,18.5409
23.075,6.27134,8.91796,18.561
23.08,6.40368,9.13799,18.5931
23.085,6.54039,9.36148,18.6378
23.09,6.68145,9.58813,18.6954
23.095,6.82678,9.81762,18.7665
23.1,6.97632,10.0496,18.8514
23.105,7.12998,10.2836,18.9506
23.11,7.28766,10.5191,19.0645
23.115,7.44924,10.7557,19.1936
23.12,7.61456,10.9926,19.3383
23.125,7.78346,11.2294,19.499
23.13,7.95576,11.4652,19.676
23.135,8.13123,11.6992,19.8697
23.14,8.30963,11.9306,20.0804
23.145,8.49067,12.1584,20.3084
23.15,8.67406,12.3817,20.5538
23.155,8.85944,12.5994,20.8167
23.16,9.04644,12.8103,21.0973
23.165,9.23463,13.0132,21.3954
23.17,9.42356,13.2069,21.711
23.175,9.61273,13.3901,22.0438
23.18,9.8016,13.5614,22.3935
23.185,9.98958,13.7193,22.7595
23.19,10.1761,13.8625,23.1413
23.195,10.3604,13.9895,23.5381
23.2,10.5418,14.0989,23.9489
23.205,10.7197,14.1892,24.3728
23.21,10.8932,14.2591,24.8083
23.215,11.0615,14.3072,25.2542
23.22,11.2238,14.3322,25.7087
23.225,11.3792,14.333,26.1703
23.23,11.5269,14.3086,26.6368
23.235,11.666,14.258,27.1063
23.24,11.7956,14.1805,27.5766
23.245,11.9148,14.0756,28.0452
23.25,12.0228,13.9429,28.5098
23.255,12.1188,13.7824,28.9678
23.26,12.202,13.5943,29.4167
23.265,12.2716,13.3789,29.8539
23.27,12.327,13.1369,30.2768
23.275,12.3675,12.8692,30.6828
23.28,12.3926,12.5771,31.0695
23.285,12.4018,12.2621,31.4345
23.29,12.3948,11.9258,31.7757
23.295,12.3714,11.5702,32.0912
23.3,12.3313,11.1974,32.379
23.305,12.2746,10.8098,32.6376
23.31,12.2014,10.4097,32.8659
23.315,12.1118,9.99983,33.0628
23.32,12.0062,9.58268,33.2275
23.325,11.885,9.16092,33.3597
23.33,11.7488,8.73719,33.4593
23.335,11.5982,8.31405,33.5265
23.34,11.434,7.89401,33.5616
23.345,11.257,7.47941,33.5654
23.35,11.0681,7.07248,33.5388
23.355,10.8684,6.67525,33.483
23.36,10.6587,6.28958,33.3993
23.365,10.4402,5.91709,33.2892
23.37,10.2141,5.5592,33.1542
23.375,9.98135,5.2171,32.9961
23.38,9.74313,4.89177,32.8165
23.385,9.50056,4.58395,32.6173
23.39,9.25473,4.2942,32.4001
23.395,9.00671,4.02284,32.1668
23.4,8.75751,3.77005,31.9191
23.405,8.50814,3.5358,31.6586
23.41,8.25952,3.31995,31.3869
23.415,8.01255,3.12218,31.1055
23.42,7.76803,2.94209,30.8159
23.425,7.52673,2.77917,30.5192
23.43,7.28935,2.63283,30.2169
23.435,7.05653,2.50242,29.91
23.44,6.82882,2.38724,29.5995
23.445,6.60674,2.28655,29.2863
23.45,6.39073,2.19959,28.9714
23.455,6.18117,2.1256,28.6554
23.46,5.9784,2.06381,28.339
23.465,5.78267,2.01346,28.0228
23.47,5.59421,1.97382,27.7074
23.475,5.41319,1.94417,27.3932
23.48,5.23974,1.9238,27.0806
23.485,5.07394,1.91207,26.7699
23.49,4.91585,1.90835,26.4615
23.495,4.76547,1.91205,26.1556
23.5,4.6228,1.92261,25.8524
23.505,4.48779,1.93952,25.5521
23.51,4.36038,1.96231,25.2549
23.515,4.24047,1.99055,24.961
23.52,4.12798,2.02383,24.6704
23.525,4.02277,2.06179,24.3832
23.53,3.92472,2.10411,24.0996
23.535,3.83369,2.15051,23.8195
23.54,3.74953,2.20072,23.5432
23.545,3.67209,2.25453,23.2705
23.55,3.60121,2.31173,23.0016
23.555,3.53674,2.37217,22.7366
23.56,3.47851,2.4357,22.4754
23.565,3.42637,2.50221,22.2181
23.57,3.38016,2.57163,21.9647
23.575,3.33973,2.64387,21.7153
23.58,3.30494,2.7189,21.4699
23.585,3.27564,2.79669,21.2286
23.59,3.25169,2.87723,20.9913
23.595,3.23297,2.96053,20.7582
23.6,3.21935,3.04663,20.5293
23.605,3.21071,3.13555,20.3046
23.61,3.20695,3.22736,20.0842
23.615,3.20797,3.32212,19.8682
23.62,3.21368,3.4199,19.6566
23.625,3.22399,3.5208,19.4494
23.63,3.23883,3.62491,19.2468
23.635,3.25814,3.73234,19.0489
23.64,3.28185,3.84321,18.8557
23.645,3.30991,3.95763,18.6674
23.65,3.3423,4.07574,18.484
23.655,3.37897,4.19768,18.3057
23.66,3.41991,4.32358,18.1325
23.665,3.46509,4.45359,17.9647
23.67,3.51452,4.58787,17.8023
23.675,3.56818,4.72656,17.6456
23.68,3.6261,4.86981,17.4946
23.685,3.68829,5.0178,17.3496
23.69,3.75476,5.17068,17.2108
23.695,3.82556,5.32861,17.0784
23.7,3.90071,5.49174,16.9526
23.705,3.98026,5.66024,16.8337
23.71,4.06426,5.83426,16.7219
23.715,4.15276,6.01396,16.6175
23.72,4.24582,6.19947,16.5208
23.725,4.3435,6.39093,16.4322
23.73,4.44588,6.58849,16.3519
23.735,4.55301,6.79224,16.2803
23.74,4.66497,7.00232,16.2178
23.745,4.78184,7.2188,16.1649
23.75,4.90368,7.44176,16.122
23.755,5.03059,7.67126,16.0895
23.76,5.16262,7.90734,16.0679
23.765,5.29986,8.14999,16.0578
23.77,5.44236,8.3992,16.0597
23.775,5.59021,8.65491,16.0741
23.78,5.74344,8.91703,16.1017
23.785,5.90212,9.18541,16.1431
23.79,6.06629,9.45988,16.1989
23.795,6.23597,9.74019,16.2698
23.8,6.41118,10.0261,16.3566
23.805,6.59192,10.3171,16.4599
23.81,6.77818,10.6129,16.5805
23.815,6.96992,10.913,16.7191
23.82,7.16707,11.2167,16.8765
23.825,7.36955,11.5234,17.0534
23.83,7.57725,11.8323,17.2507
23.835,7.79,12.1425,17.4689
23.84,8.00762,12.453,17.709
23.845,8.22989,12.7627,17.9714
23.85,8.45653,13.0705,18.257
23.855,8.68723,13.3748,18.5662
23.86,8.92161,13.6742,18.8996
23.865,9.15924,13.9672,19.2576
23.87,9.39964,14.2519,19.6405
23.875,9.64225,14.5266,20.0484
23.88,9.88647,14.7891,20.4815
23.885,10.1316,15.0374,20.9394
23.89,10.3769,15.2692,21.422
23.895,10.6215,15.4823,21.9286
23.9,10.8645,15.6742,22.4585
23.905,11.105,15.8425,23.0105
23.91,11.3419,15.9848,23.5833
23.915,11.574,16.0986,24.1754
23.92,11.8003,16.1816,24.7847
23.925,12.0193,16.2314,25.4089
23.93,12.2299,16.2459,26.0456
23.935,12.4307,16.223,26.6918
23.94,12.6204,16.1611,27.3442
23.945,12.7974,16.0585,27.9994
23.95,12.9604,15.9143,28.6536
23.955,13.1081,15.7276,29.3028
23.96,13.2391,15.498,29.9429
23.965,13.3521,15.2257,30.5696
23.97,13.4457,14.9113,31.1785
23.975,13.519,14.5558,31.7652
23.98,13.5708,14.1609,32.3256
23.985,13.6004,13.7287,32.8554
23.99,13.6068,13.2619,33.351
23.995,13.5895,12.7635,33.8085
24,13.5482,12.2371,34.225
24.005,13.4827,11.6865,34.5976
24.01,13.3929,11.1158,34.9241
24.015,13.279,10.5296,35.2029
24.02,13.1415,9.93236,35.4326
24.025,12.9811,9.32861,35.6128
24.03,12.7985,8.72295,35.7434
24.035,12.5947,8.11982,35.8251
24.04,12.3709,7.52348,35.8587
24.045,12.1286,6.93791,35.846
24.05,11.869,6.36677,35.7888
24.055,11.5939,5.81337,35.6894
24.06,11.3049,5.28058,35.5506
24.065,11.0037,4.77086,35.375
24.07,10.692,4.28623,35.1658
24.075,10.3717,3.82825,34.9261
24.08,10.0446,3.39807,34.659
24.085,9.71225,2.99642,34.3675
24.09,9.37645,2.62367,34.0548
24.095,9.03882,2.27981,33.7237
24.1,8.70086,1.96453,33.3771
24.105,8.36405,1.67728,33.0175
24.11,8.02971,1.41724,32.6474
24.115,7.69909,1.18342,32.269
24.12,7.3733,0.974664,31.8844
24.125,7.05337,0.789722,31.4952
24.13,6.74019,0.627243,31.1031
24.135,6.43454,0.48583,30.7095
24.14,6.13711,0.364056,30.3157
24.145,5.84845,0.260492,29.9226
24.15,5.56905,0.173725,29.5313
24.155,5.29929,0.102372,29.1424
24.16,5.03944,0.0450951,28.7565
24.165,4.78973,0.000610224,28.3742
24.17,4.55027,-0.0323039,27.9959
24.175,4.32114,-0.0548011,27.6219
24.18,4.10234,-0.067964,27.2524
24.185,3.89383,-0.0728021,26.8877
24.19,3.6955,-0.0702513,26.5278
24.195,3.50721,-0.0611742,26.1728
24.2,3.32879,-0.0463617,25.8227
24.205,3.16003,-0.0265352,25.4776
24.21,3.0007,-0.002349,25.1375
24.215,2.85055,0.0256065,24.8023
24.22,2.7093,0.0568016,24.472
24.225,2.57668,0.0907634,24.1465
24.23,2.45238,0.127073,23.8257
24.235,2.33612,0.165361,23.5096
24.24,2.22758,0.205304,23.198
24.245,2.12647,0.246624,22.891
24.25,2.03247,0.289079,22.5884
24.255,1.9453,0.332466,22.2902
24.26,1.86466,0.376613,21.9962
24.265,1.79026,0.421382,21.7064
24.27,1.72182,0.46666,21.4208
24.275,1.65906,0.512358,21.1392
24.28,1.60172,0.558414,20.8616
24.285,1.54956,0.604782,20.5879
24.29,1.50232,0.651437,20.3181
24.295,1.45977,0.698372,20.0521
24.3,1.4217,0.745592,19.7898
24.305,1.3879,0.793118,19.5312
24.31,1.35816,0.840982,19.2763
24.315,1.3323,0.889227,19.025
24.32,1.31015,0.937906,18.7773
24.325,1.29154,0.987081,18.5331
24.33,1.27631,1.03682,18.2923
24.335,1.26434,1.08721,18.055
24.34,1.25548,1.13832,17.8212
24.345,1.24962,1.19025,17.5907
24.35,1.24665,1.24308,17.3636
24.355,1.24648,1.29694,17.1398
24.36,1.249,1.3519,16.9194
24.365,1.25414,1.4081,16.7022
24.37,1.26184,1.46563,16.4884
24.375,1.27203,1.52462,16.2778
24.38,1.28466,1.58519,16.0704
24.385,1.29969,1.64747,15.8664
24.39,1.31708,1.71159,15.6655
24.395,1.3368,1.77767,15.4679
24.4,1.35885,1.84586,15.2735
24.405,1.3832,1.91631,15.0824
24.41,1.40985,1.98915,14.8946
24.415,1.43882,2.06453,14.71
24.42,1.4701,2.14263,14.5287
24.425,1.50373,2.22358,14.3508
24.43,1.53972,2.30757,14.1761
24.435,1.57811,2.39476,14.0049
24.44,1.61895,2.48532,13.8371
24.445,1.66227,2.57945,13.6727
24.45,1.70812,2.67732,13.5118
24.455,1.75658,2.77913,13.3545
24.46,1.80771,2.88508,13.2009
24.465,1.86158,2.99538,13.0509
24.47,1.91827,3.11024,12.9048
24.475,1.97787,3.22988,12.7626
24.48,2.04047,3.35453,12.6244
24.485,2.10617,3.48442,12.4903
24.49,2.17508,3.6198,12.3604
24.495,2.24732,3.76091,12.235
24.5,2.323,3.90802,12.1141
24.505,2.40225,4.06138,11.998
24.51,2.48521,4.22126,11.8868
24.515,2.57201,4.38795,11.7807
24.52,2.66281,4.56173,11.6801
24.525,2.75775,4.74289,11.5851
24.53,2.85701,4.93173,11.496
24.535,2.96075,5.12855,11.4132
24.54,3.06914,5.33365,11.3369
24.545,3.18236,5.54734,11.2676
24.55,3.30061,5.76993,11.2057
24.555,3.42408,6.00174,11.1515
24.56,3.55296,6.24306,11.1055
24.565,3.68746,6.49421,11.0684
24.57,3.8278,6.75548,11.0405
24.575,3.97419,7.02715,11.0226
24.58,4.12683,7.3095,11.0153
24.585,4.28597,7.60278,11.0192
24.59,4.45181,7.90723,11.0352
24.595,4.62458,8.22306,11.0641
24.6,4.8045,8.55042,11.1067
24.605,4.9918,8.88947,11.164
24.61,5.18668,9.24027,11.2371
24.615,5.38936,9.60286,11.3269
24.62,5.60004,9.97718,11.4346
24.625,5.81889,10.3631,11.5615
24.63,6.04611,10.7605,11.7089
24.635,6.28182,11.1689,11.878
24.64,6.52618,11.5881,12.0705
24.645,6.77927,12.0173,12.2877
24.65,7.04118,12.4559,12.5312
24.655,7.31191,12.903,12.8026
24.66,7.59147,13.3575,13.1036
24.665,7.87977,13.8182,13.4359
24.67,8.17669,14.2835,13.8012
24.675,8.48204,14.7517,14.2012
24.68,8.79552,15.2208,14.6374
24.685,9.11678,15.6883,15.1116
24.69,9.44536,16.1518,15.6253
24.695,9.78068,16.6083,16.1798
24.7,10.1221,17.0544,16.7762
24.705,10.4687,17.4865,17.4157
24.71,10.8196,17.9008,18.0988
24.715,11.1736,18.2928,18.8258
24.72,11.5296,18.658,19.5968
24.725,11.886,18.9915,20.4111
24.73,12.2413,19.2881,21.2676
24.735,12.5936,19.5425,22.1646
24.74,12.9411,19.7493,23.0997
24.745,13.2815,19.9029,24.0695
24.75,13.6126,19.998,25.0703
24.755,13.9318,20.0294,26.0972
24.76,14.2367,19.9921,27.1444
24.765,14.5245,19.8819,28.2056
24.77,14.7923,19.6949,29.2734
24.775,15.0375,19.4283,30.3398
24.78,15.257,19.08,31.396
24.785,15.4482,18.6493,32.4329
24.79,15.6082,18.1364,33.441
24.795,15.7346,17.5431,34.4105
24.8,15.825,16.8723,35.3318
24.805,15.8774,16.1287,36.1958
24.81,15.89,15.318,36.9936
24.815,15.8614,14.4475,37.7173
24.82,15.7907,13.5253,38.3602
24.825,15.6774,12.5607,38.9166
24.83,15.5216,11.5638,39.3823
24.835,15.3237,10.545,39.7547
24.84,15.0848,9.51506,40.0325
24.845,14.8063,8.48452,40.2164
24.85,14.4902,7.46366,40.3083
24.855,14.1389,6.46214,40.3116
24.86,13.755,5.48878,40.231
24.865,13.3417,4.55137,40.0721
24.87,12.9022,3.65659,39.8414
24.875,12.4399,2.8099,39.5461
24.88,11.9584,2.01549,39.1936
24.885,11.4613,1.27633,38.7915
24.89,10.952,0.594225,38.3474
24.895,10.4341,-0.0301313,37.8687
24.9,9.91092,-0.597005,37.3622
24.905,9.38552,-1.10751,36.8344
24.91,8.86087,-1.56348,36.2913
24.915,8.33965,-1.96731,35.7382
24.92,7.8243,-2.32184,35.1796
24.925,7.317,-2.63023,34.6197
24.93,6.81964,-2.89585,34.0619
24.935,6.33386,-3.12217,33.509
24.94,5.86106,-3.31269,32.9633
24.945,5.40237,-3.47088,32.4267
24.95,4.95871,-3.60012,31.9006
24.955,4.53077,-3.70362,31.386
24.96,4.11905,-3.78446,30.8837
24.965,3.72387,-3.84552,30.3939
24.97,3.3454,-3.88949,29.9171
24.975,2.98366,-3.91884,29.4531
24.98,2.63853,-3.93584,29.002
24.985,2.30982,-3.94257,28.5633
24.99,1.9972,-3.94091,28.137
24.995,1.70029,-3.93256,27.7224
25,1.41865,-3.91904,27.3194
25.005,1.15176,-3.90171,26.9273
25.01,0.89909,-3.88178,26.5458
25.015,0.660046,-3.86033,26.1744
25.02,0.434027,-3.83831,25.8127
25.025,0.220411,-3.81654,25.4602
25.03,0.0185633,-3.79576,25.1165
25.035,-0.172153,-3.77661,24.7813
25.04,-0.352376,-3.75963,24.4541
25.045,-0.522738,-3.74532,24.1347
25.05,-0.683867,-3.73408,23.8227
25.055,-0.836378,-3.72628,23.5178
25.06,-0.980873,-3.72221,23.2198
25.065,-1.11794,-3.72214,22.9285
25.07,-1.24815,-3.72628,22.6436
25.075,-1.37206,-3.73484,22.3649
25.08,-1.4902,-3.74796,22.0923
25.085,-1.60308,-3.76579,21.8257
25.09,-1.71122,-3.78844,21.5649
25.095,-1.81508,-3.816,21.3098
25.1,-1.91513,-3.84856,21.0603
25.105,-2.0118,-3.88619,20.8163
25.11,-2.10552,-3.92896,20.5778
25.115,-2.19669,-3.97693,20.3448
25.12,-2.2857,-4.03014,20.1173
25.125,-2.37292,-4.08865,19.8951
25.13,-2.45871,-4.1525,19.6783
25.135,-2.5434,-4.22175,19.467
25.14,-2.62732,-4.29644,19.2611
25.145,-2.71077,-4.37662,19.0607
25.15,-2.79406,-4.46234,18.8659
25.155,-2.87748,-4.55367,18.6767
25.16,-2.96129,-4.65065,18.4932
25.165,-3.04576,-4.75335,18.3155
25.17,-3.13114,-4.86184,18.1437
25.175,-3.21767,-4.97618,17.9779
25.18,-3.3056,-5.09645,17.8182
25.185,-3.39514,-5.22272,17.6649
25.19,-3.48652,-5.35508,17.518
25.195,-3.57995,-5.4936,17.3778
25.2,-3.67563,-5.63837,17.2444
25.205,-3.77377,-5.78947,17.1181
25.21,-3.87455,-5.94698,16.9991
25.215,-3.97817,-6.11099,16.8877
25.22,-4.08481,-6.28158,16.7841
25.225,-4.19465,-6.45882,16.6886
25.23,-4.30786,-6.64279,16.6015
25.235,-4.42461,-6.83355,16.5232
25.24,-4.54505,-7.03116,16.4541
25.245,-4.66936,-7.23566,16.3945
25.25,-4.79767,-7.44709,16.3448
25.255,-4.93014,-7.66545,16.3056
25.26,-5.06691,-7.89075,16.2771
25.265,-5.2081,-8.12296,16.26
25.27,-5.35384,-8.36202,16.2547
25.275,-5.50425,-8.60785,16.2618
25.28,-5.65943,-8.86034,16.2819
25.285,-5.81948,-9.11933,16.3155
25.29,-5.98447,-9.38462,16.3633
25.295,-6.15448,-9.65597,16.426
25.3,-6.32955,-9.93308,16.5041
25.305,-6.50973,-10.2156,16.5984
25.31,-6.69502,-10.5031,16.7096
25.315,-6.88543,-10.795,16.8384
25.32,-7.08091,-11.0909,16.9855
25.325,-7.2814,-11.39,17.1517
25.33,-7.48683,-11.6916,17.3377
25.335,-7.69707,-11.9948,17.5442
25.34,-7.91196,-12.2988,17.7719
25.345,-8.1313,-12.6023,18.0215
25.35,-8.35485,-12.9044,18.2936
25.355,-8.58233,-13.2035,18.5887
25.36,-8.81339,-13.4985,18.9075
25.365,-9.04764,-13.7876,19.2502
25.37,-9.28464,-14.0692,19.6172
25.375,-9.52387,-14.3416,20.0088
25.38,-9.76475,-14.6028,20.425
25.385,-10.0067,-14.8508,20.8656
25.39,-10.2489,-15.0835,21.3304
25.395,-10.4906,-15.2986,21.819
25.4,-10.731,-15.4939,22.3305
25.405,-10.9691,-15.667,22.8641
25.41,-11.204,-15.8155,23.4185
25.415,-11.4346,-15.937,23.9922
25.42,-11.6597,-16.0293,24.5835
25.425,-11.8782,-16.09,25.1902
25.43,-12.0888,-16.1171,25.81
25.435,-12.2902,-16.1084,26.44
25.44,-12.4811,-16.0623,27.0773
25.445,-12.6602,-15.9771,27.7187
25.45,-12.826,-15.8518,28.3605
25.455,-12.9773,-15.6853,28.9989
25.46,-13.1127,-15.4771,29.63
25.465,-13.2309,-15.2273,30.2497
25.47,-13.3307,-14.9362,30.8537
25.475,-13.411,-14.6046,31.4379
25.48,-13.4707,-14.234,31.998
25.485,-13.5089,-13.8262,32.5301
25.49,-13.5247,-13.3836,33.0302
25.495,-13.5177,-12.9089,33.4949
25.5,-13.4872,-12.4053,33.9208
25.505,-13.4331,-11.8766,34.3051
25.51,-13.3553,-11.3266,34.6454
25.515,-13.2539,-10.7594,34.9398
25.52,-13.1292,-10.1794,35.1869
25.525,-12.9817,-9.59111,35.386
25.53,-12.8121,-8.99883,35.5367
25.535,-12.6215,-8.40697,35.6394
25.54,-12.4108,-7.81972,35.6947
25.545,-12.1812,-7.24108,35.7041
25.55,-11.9342,-6.67475,35.669
25.555,-11.6712,-6.12409,35.5917
25.56,-11.3939,-5.59209,35.4746
25.565,-11.1038,-5.08134,35.3201
25.57,-10.8027,-4.594,35.1313
25.575,-10.4922,-4.13184,34.911
25.58,-10.1742,-3.69615,34.6623
25.585,-9.8503,-3.28788,34.3882
25.59,-9.52218,-2.90757,34.0916
25.595,-9.19145,-2.55539,33.7755
25.6,-8.85964,-2.23123,33.4426
25.605,-8.52822,-1.93468,33.0955
25.61,-8.19855,-1.66509,32.7367
25.615,-7.87187,-1.4216,32.3685
25.62,-7.54936,-1.20319,31.9929
25.625,-7.23205,-1.00871,31.6117
25.63,-6.92088,-0.836904,31.2267
25.635,-6.61669,-0.686456,30.8393
25.64,-6.32017,-0.556007,30.4508
25.645,-6.03197,-0.444177,30.0624
25.65,-5.75258,-0.349595,29.675
25.655,-5.48243,-0.270908,29.2893
25.66,-5.22185,-0.206797,28.9062
25.665,-4.9711,-0.155993,28.5262
25.67,-4.73034,-0.117278,28.1498
25.675,-4.49969,-0.0894976,27.7772
25.68,-4.27918,-0.0715644,27.4089
25.685,-4.0688,-0.0624588,27.0449
25.69,-3.86848,-0.0612325,26.6856
25.695,-3.67812,-0.0670075,26.331
25.7,-3.49756,-0.0789762,25.9811
25.705,-3.32664,-0.0963991,25.6361
25.71,-3.16512,-0.118603,25.2959
25.715,-3.0128,-0.144979,24.9605
25.72,-2.86941,-0.174977,24.6299
25.725,-2.73468,-0.208107,24.304
25.73,-2.60836,-0.24393,23.9828
25.735,-2.49013,-0.282061,23.6662
25.74,-2.37973,-0.322159,23.3541
25.745,-2.27685,-0.363929,23.0466
25.75,-2.18121,-0.407116,22.7434
25.755,-2.0925,-0.451502,22.4446
25.76,-2.01045,-0.496905,22.1501
25.765,-1.93477,-0.543173,21.8598
25.77,-1.86519,-0.590183,21.5735
25.775,-1.80144,-0.637839,21.2914
25.78,-1.74326,-0.686069,21.0133
25.785,-1.6904,-0.734821,20.7391
25.79,-1.64262,-0.784064,20.4688
25.795,-1.5997,-0.833786,20.2023
25.8,-1.5614,-0.883988,19.9396
25.805,-1.52753,-0.934689,19.6806
25.81,-1.49789,-0.985918,19.4254
25.815,-1.47229,-1.03772,19.1737
25.82,-1.45056,-1.09014,18.9257
25.825,-1.43254,-1.14325,18.6813
25.83,-1.41808,-1.19712,18.4404
25.835,-1.40703,-1.25183,18.203
25.84,-1.39927,-1.30746,17.9691
25.845,-1.39468,-1.3641,17.7387
25.85,-1.39315,-1.42186,17.5117
25.855,-1.39458,-1.48085,17.2881
25.86,-1.3989,-1.54116,17.0679
25.865,-1.40601,-1.60293,16.8511
25.87,-1.41586,-1.66626,16.6377
25.875,-1.42838,-1.73129,16.4277
25.88,-1.44352,-1.79814,16.221
25.885,-1.46125,-1.86695,16.0177
25.89,-1.48154,-1.93785,15.8178
25.895,-1.50435,-2.011,15.6212
25.9,-1.52969,-2.08653,15.428
25.905,-1.55753,-2.1646,15.2383
25.91,-1.58788,-2.24538,15.052
25.915,-1.62076,-2.32901,14.8691
25.92,-1.65617,-2.41567,14.6897
25.925,-1.69414,-2.50553,14.5139
25.93,-1.73471,-2.59877,14.3416
25.935,-1.77792,-2.69557,14.1729
25.94,-1.8238,-2.79612,14.0079
25.945,-1.87242,-2.90062,13.8466
25.95,-1.92383,-3.00925,13.6891
25.955,-1.9781,-3.12225,13.5356
25.96,-2.0353,-3.23981,13.386
25.965,-2.09553,-3.36215,13.2405
25.97,-2.15886,-3.48951,13.0992
25.975,-2.22539,-3.62211,12.9622
25.98,-2.29523,-3.7602,12.8296
25.985,-2.36848,-3.90402,12.7017
25.99,-2.44525,-4.05382,12.5786
25.995,-2.52568,-4.20987,12.4605
26,-2.60989,-4.37244,12.3475
26.005,-2.69802,-4.54178,12.2399
26.01,-2.79021,-4.71819,12.138
26.015,-2.88661,-4.90194,12.042
26.02,-2.98737,-5.09332,11.9522
26.025,-3.09267,-5.29262,11.8689
26.03,-3.20267,-5.50013,11.7925
26.035,-3.31754,-5.71616,11.7233
26.04,-3.43747,-5.94098,11.6618
26.045,-3.56265,-6.1749,11.6084
26.05,-3.69326,-6.4182,11.5636
26.055,-3.82951,-6.67116,11.528
26.06,-3.97159,-6.93405,11.502
26.065,-4.11971,-7.20714,11.4863
26.07,-4.27408,-7.49066,11.4817
26.075,-4.43491,-7.78485,11.4886
26.08,-4.60241,-8.08988,11.5081
26.085,-4.77678,-8.40593,11.5408
26.09,-4.95824,-8.73313,11.5877
26.095,-5.14698,-9.07155,11.6497
26.1,-5.34321,-9.42123,11.7278
26.105,-5.54711,-9.78214,11.8232
26.11,-5.75886,-10.1542,11.9368
26.115,-5.97863,-10.5371,12.07
26.12,-6.20655,-10.9307,12.2241
26.125,-6.44276,-11.3346,12.4003
26.13,-6.68736,-11.7483,12.6001
26.135,-6.9404,-12.171,12.8249
26.14,-7.20193,-12.6021,13.0763
26.145,-7.47194,-13.0404,13.3557
26.15,-7.75036,-13.485,13.6649
26.155,-8.0371,-13.9343,14.0052
26.16,-8.33196,-14.3868,14.3784
26.165,-8.6347,-14.8407,14.7861
26.17,-8.945,-15.2938,15.2297
26.175,-9.26244,-15.7438,15.7106
26.18,-9.58651,-16.1879,16.2303
26.185,-9.91658,-16.6232,16.7898
26.19,-10.2519,-17.0463,17.3902
26.195,-10.5916,-17.4537,18.0321
26.2,-10.9347,-17.8413,18.716
26.205,-11.2801,-18.2051,19.4419
26.21,-11.6263,-18.5403,20.2094
26.215,-11.972,-18.8424,21.0177
26.22,-12.3155,-19.1062,21.8654
26.225,-12.6551,-19.3269,22.7504
26.23,-12.9887,-19.4992,23.67
26.235,-13.3142,-19.6179,24.6207
26.24,-13.6294,-19.6782,25.5984
26.245,-13.9318,-19.6753,26.5981
26.25,-14.219,-19.605,27.614
26.255,-14.4883,-19.4633,28.6397
26.26,-14.737,-19.2472,29.6677
26.265,-14.9625,-18.9544,30.6904
26.27,-15.1621,-18.5835,31.6992
26.275,-15.3332,-18.1343,32.6854
26.28,-15.4733,-17.6078,33.6399
26.285,-15.58,-17.0061,34.5536
26.29,-15.6513,-16.3326,35.4177
26.295,-15.6854,-15.5922,36.2236
26.3,-15.6807,-14.7909,36.9634
26.305,-15.6362,-13.9357,37.6302
26.31,-15.5512,-13.035,38.218
26.315,-15.4254,-12.0975,38.722
26.32,-15.259,-11.133,39.1387
