t,u[0],u[1],u[2]
7.615,-6.22212,-5.54834,24.546
7.62,-6.19049,-5.59899,24.3928
7.625,-6.16297,-5.65368,24.2423
7.63,-6.13956,-5.71233,24.0949
7.635,-6.12024,-5.77485,23.9507
7.64,-6.10501,-5.84114,23.8099
7.645,-6.09384,-5.91113,23.6726
7.65,-6.08671,-5.98473,23.539
7.655,-6.08362,-6.06188,23.4093
7.66,-6.08452,-6.14249,23.2837
7.665,-6.08939,-6.22651,23.1623
7.67,-6.0982,-6.31385,23.0454
7.675,-6.11092,-6.40446,22.933
7.68,-6.12752,-6.49827,22.8254
7.685,-6.14796,-6.59521,22.7227
7.69,-6.17221,-6.69521,22.6251
7.695,-6.20023,-6.79821,22.5327
7.7,-6.23197,-6.90413,22.4459
7.705,-6.2674,-7.01289,22.3646
7.71,-6.30648,-7.12442,22.2892
7.715,-6.34915,-7.23864,22.2197
7.72,-6.39538,-7.35544,22.1564
7.725,-6.44511,-7.47474,22.0994
7.73,-6.49829,-7.59642,22.049
7.735,-6.55487,-7.72037,22.0052
7.74,-6.61479,-7.84648,21.9684
7.745,-6.67798,-7.97459,21.9386
7.75,-6.74439,-8.10457,21.916
7.755,-6.81393,-8.23626,21.9009
7.76,-6.88655,-8.36948,21.8934
7.765,-6.96215,-8.50404,21.8936
7.77,-7.04065,-8.63974,21.9017
7.775,-7.12197,-8.77637,21.9179
7.78,-7.206,-8.91369,21.9424
7.785,-7.29263,-9.05144,21.9752
7.79,-7.38176,-9.18935,22.0166
7.795,-7.47327,-9.32713,22.0665
7.8,-7.56702,-9.46448,22.1252
7.805,-7.66288,-9.60105,22.1927
7.81,-7.76069,-9.73652,22.2691
7.815,-7.8603,-9.8705,22.3545
7.82,-7.96154,-10.0026,22.4488
7.825,-8.06423,-10.1324,22.5522
7.83,-8.16817,-10.2596,22.6645
7.835,-8.27316,-10.3836,22.7857
7.84,-8.379,-10.504,22.9157
7.845,-8.48544,-10.6204,23.0545
7.85,-8.59225,-10.7322,23.2019
7.855,-8.69917,-10.839,23.3577
7.86,-8.80596,-10.9402,23.5217
7.865,-8.91232,-11.0354,23.6935
7.87,-9.01798,-11.1241,23.873
7.875,-9.12263,-11.2058,24.0597
7.88,-9.22598,-11.2799,24.2532
7.885,-9.3277,-11.346,24.4531
7.89,-9.42748,-11.4036,24.6589
7.895,-9.52498,-11.4523,24.87
7.9,-9.61987,-11.4916,25.0859
7.905,-9.71181,-11.5212,25.3059
7.91,-9.80046,-11.5407,25.5293
7.915,-9.88548,-11.5497,25.7554
7.92,-9.96653,-11.548,25.9835
7.925,-10.0433,-11.5354,26.2127
7.93,-10.1154,-11.5117,26.4422
7.935,-10.1826,-11.4767,26.6711
7.94,-10.2445,-11.4304,26.8987
7.945,-10.3009,-11.3728,27.1239
7.95,-10.3514,-11.304,27.346
7.955,-10.3959,-11.2242,27.5639
7.96,-10.434,-11.1334,27.7769
7.965,-10.4656,-11.0321,27.984
7.97,-10.4904,-10.9205,28.1844
7.975,-10.5084,-10.7991,28.3772
7.98,-10.5194,-10.6683,28.5617
7.985,-10.5232,-10.5286,28.7371
7.99,-10.5198,-10.3808,28.9026
7.995,-10.5092,-10.2253,29.0577
8,-10.4914,-10.063,29.2017
8.005,-10.4664,-9.89442,29.3342
8.01,-10.4343,-9.72046,29.4546
8.015,-10.3951,-9.54186,29.5626
8.02,-10.3491,-9.35944,29.6578
8.025,-10.2963,-9.174,29.74
8.03,-10.2371,-8.98637,29.8091
8.035,-10.1715,-8.79736,29.8649
8.04,-10.0999,-8.60778,29.9074
8.045,-10.0226,-8.41841,29.9367
8.05,-9.93979,-8.23001,29.9529
8.055,-9.85191,-8.04332,29.9561
8.06,-9.75927,-7.85903,29.9466
8.065,-9.66225,-7.67782,29.9247
8.07,-9.56121,-7.50028,29.8907
8.075,-9.45654,-7.32701,29.845
8.08,-9.34865,-7.15851,29.7881
8.085,-9.23793,-6.99528,29.7203
8.09,-9.12479,-6.83772,29.6421
8.095,-9.00962,-6.68623,29.5541
8.1,-8.89285,-6.54111,29.4568
8.105,-8.77485,-6.40266,29.3507
8.11,-8.65602,-6.2711,29.2364
8.115,-8.53673,-6.14661,29.1144
8.12,-8.41737,-6.02934,28.9852
8.125,-8.29829,-5.91939,28.8494
8.13,-8.17982,-5.81682,28.7076
8.135,-8.06231,-5.72166,28.5601
8.14,-7.94607,-5.6339,28.4077
8.145,-7.83139,-5.55352,28.2507
8.15,-7.71856,-5.48045,28.0897
8.155,-7.60785,-5.41462,27.9251
8.16,-7.49949,-5.35592,27.7574
8.165,-7.39372,-5.30424,27.587
8.17,-7.29075,-5.25944,27.4143
8.175,-7.19078,-5.22139,27.2397
8.18,-7.09399,-5.18993,27.0637
8.185,-7.00053,-5.1649,26.8865
8.19,-6.91057,-5.14615,26.7086
8.195,-6.82422,-5.13349,26.5303
8.2,-6.74161,-5.12678,26.3518
8.205,-6.66284,-5.12584,26.1735
8.21,-6.588,-5.13051,25.9956
8.215,-6.51716,-5.14062,25.8185
8.22,-6.45041,-5.15601,25.6424
8.225,-6.38778,-5.17654,25.4676
8.23,-6.32933,-5.20205,25.2942
8.235,-6.27508,-5.2324,25.1225
8.24,-6.22508,-5.26745,24.9528
8.245,-6.17934,-5.30708,24.7853
8.25,-6.13787,-5.35116,24.62
8.255,-6.10067,-5.39957,24.4574
8.26,-6.06776,-5.45221,24.2975
8.265,-6.03911,-5.50896,24.1405
8.27,-6.01473,-5.56974,23.9866
8.275,-5.9946,-5.63445,23.836
8.28,-5.9787,-5.703,23.6889
8.285,-5.96701,-5.77531,23.5455
8.29,-5.9595,-5.85132,23.4058
8.295,-5.95616,-5.93093,23.2702
8.3,-5.95695,-6.0141,23.1387
8.305,-5.96185,-6.10075,23.0116
8.31,-5.97081,-6.19081,22.889
8.315,-5.98382,-6.28424,22.771
8.32,-6.00082,-6.38096,22.658
8.325,-6.02179,-6.48092,22.5499
8.33,-6.0467,-6.58406,22.4471
8.335,-6.07549,-6.69031,22.3496
8.34,-6.10814,-6.79961,22.2577
8.345,-6.1446,-6.9119,22.1716
8.35,-6.18483,-7.0271,22.0913
8.355,-6.22879,-7.14513,22.0172
8.36,-6.27642,-7.26591,21.9494
8.365,-6.32769,-7.38936,21.8881
8.37,-6.38254,-7.51537,21.8335
8.375,-6.44092,-7.64384,21.7857
8.38,-6.50278,-7.77464,21.745
8.385,-6.56805,-7.90767,21.7116
8.39,-6.63668,-8.04276,21.6856
8.395,-6.7086,-8.17977,21.6672
8.4,-6.78373,-8.31854,21.6567
8.405,-6.862,-8.45887,21.6542
8.41,-6.94334,-8.60057,21.6598
8.415,-7.02764,-8.74343,21.6739
8.42,-7.11482,-8.88721,21.6964
8.425,-7.20478,-9.03165,21.7277
8.43,-7.2974,-9.17648,21.7678
8.435,-7.39257,-9.32141,21.817
8.44,-7.49016,-9.46613,21.8752
8.445,-7.59003,-9.61029,21.9427
8.45,-7.69204,-9.75354,22.0195
8.455,-7.79602,-9.8955,22.1058
8.46,-7.90182,-10.0358,22.2015
8.465,-8.00924,-10.1739,22.3067
8.47,-8.11809,-10.3095,22.4214
8.475,-8.22817,-10.4421,22.5456
8.48,-8.33927,-10.5712,22.6793
8.485,-8.45113,-10.6963,22.8222
8.49,-8.56353,-10.8169,22.9744
8.495,-8.6762,-10.9324,23.1357
8.5,-8.78888,-11.0424,23.3057
8.505,-8.90126,-11.1462,23.4844
8.51,-9.01307,-11.2434,23.6713
8.515,-9.12398,-11.3333,23.8661
8.52,-9.23368,-11.4155,24.0684
8.525,-9.34182,-11.4894,24.2778
8.53,-9.44809,-11.5545,24.4938
8.535,-9.55211,-11.6103,24.7157
8.54,-9.65354,-11.6562,24.9431
8.545,-9.75201,-11.6919,25.1751
8.55,-9.84715,-11.717,25.4112
8.555,-9.93861,-11.7309,25.6505
8.56,-10.026,-11.7335,25.8923
8.565,-10.109,-11.7245,26.1356
8.57,-10.1872,-11.7035,26.3796
8.575,-10.2603,-11.6706,26.6235
8.58,-10.3279,-11.6255,26.8662
8.585,-10.3897,-11.5682,27.1068
8.59,-10.4454,-11.4988,27.3443
8.595,-10.4947,-11.4174,27.5777
8.6,-10.5374,-11.3243,27.8061
8.605,-10.5732,-11.2196,28.0285
8.61,-10.6018,-11.1037,28.244
8.615,-10.6232,-10.9771,28.4517
8.62,-10.637,-10.8402,28.6506
8.625,-10.6433,-10.6937,28.8399
8.63,-10.642,-10.5381,29.0189
8.635,-10.6329,-10.3742,29.1868
8.64,-10.6161,-10.2026,29.343
8.645,-10.5916,-10.0242,29.4868
8.65,-10.5594,-9.83977,29.6178
8.655,-10.5197,-9.6502,29.7356
8.66,-10.4726,-9.45635,29.8396
8.665,-10.4182,-9.25912,29.9298
8.67,-10.3569,-9.05939,30.0059
8.675,-10.2887,-8.85807,30.0678
8.68,-10.2141,-8.65603,30.1154
8.685,-10.1332,-8.45414,30.1488
8.69,-10.0465,-8.25324,30.1681
8.695,-9.95424,-8.05412,30.1736
8.7,-9.85685,-7.85755,30.1654
8.705,-9.7547,-7.66425,30.1439
8.71,-9.64821,-7.47491,30.1094
8.715,-9.53779,-7.29013,30.0625
8.72,-9.42387,-7.1105,30.0034
8.725,-9.30689,-6.93653,29.9328
8.73,-9.18727,-6.76868,29.8512
8.735,-9.06546,-6.60734,29.7591
8.74,-8.94189,-6.45287,29.6571
8.745,-8.81698,-6.30557,29.5457
8.75,-8.69117,-6.16567,29.4256
8.755,-8.56484,-6.03336,29.2974
8.76,-8.43841,-5.90878,29.1616
8.765,-8.31226,-5.79204,29.0189
8.77,-8.18676,-5.68319,28.8697
8.775,-8.06226,-5.58225,28.7148
8.78,-7.93909,-5.4892,28.5545
8.785,-7.81758,-5.40399,28.3896
8.79,-7.69803,-5.32656,28.2204
8.795,-7.58071,-5.25679,28.0475
8.8,-7.4659,-5.19456,27.8714
8.805,-7.35382,-5.13975,27.6925
8.81,-7.24471,-5.09219,27.5113
8.815,-7.13877,-5.05172,27.3282
8.82,-7.03619,-5.01817,27.1435
8.825,-6.93714,-4.99136,26.9578
8.83,-6.84176,-4.9711,26.7713
8.835,-6.7502,-4.95721,26.5843
8.84,-6.66258,-4.94949,26.3973
8.845,-6.579,-4.94777,26.2105
8.85,-6.49955,-4.95186,26.0241
8.855,-6.4243,-4.96158,25.8386
8.86,-6.35334,-4.97676,25.6541
8.865,-6.2867,-4.99723,25.4709
8.87,-6.22443,-5.02282,25.2893
8.875,-6.16657,-5.05339,25.1094
8.88,-6.11313,-5.08879,24.9316
8.885,-6.06415,-5.12887,24.7559
8.89,-6.01961,-5.1735,24.5826
8.895,-5.97954,-5.22257,24.412
8.9,-5.94391,-5.27595,24.2441
8.905,-5.91273,-5.33355,24.0793
8.91,-5.88598,-5.39524,23.9176
8.915,-5.86364,-5.46096,23.7592
8.92,-5.84569,-5.5306,23.6044
8.925,-5.8321,-5.60409,23.4533
8.93,-5.82286,-5.68135,23.306
8.935,-5.81792,-5.76232,23.1628
8.94,-5.81727,-5.84692,23.0237
8.945,-5.82086,-5.9351,22.8891
8.95,-5.82866,-6.0268,22.759
8.955,-5.84064,-6.12197,22.6336
8.96,-5.85676,-6.22055,22.5132
8.965,-5.87698,-6.32249,22.3978
8.97,-5.90127,-6.42773,22.2877
8.975,-5.92959,-6.53624,22.1829
8.98,-5.9619,-6.64794,22.0839
8.985,-5.99815,-6.76278,21.9906
8.99,-6.03832,-6.88071,21.9033
8.995,-6.08235,-7.00165,21.8221
9,-6.13021,-7.12554,21.7474
9.005,-6.18184,-7.2523,21.6792
9.01,-6.23721,-7.38184,21.6178
9.015,-6.29626,-7.51407,21.5633
9.02,-6.35894,-7.64889,21.516
9.025,-6.4252,-7.78617,21.4761
9.03,-6.49498,-7.9258,21.4438
9.035,-6.56822,-8.06764,21.4192
9.04,-6.64486,-8.21152,21.4026
9.045,-6.72482,-8.35728,21.3943
9.05,-6.80803,-8.50473,21.3943
9.055,-6.89441,-8.65366,21.4029
9.06,-6.98387,-8.80385,21.4203
9.065,-7.07632,-8.95506,21.4467
9.07,-7.17164,-9.10701,21.4822
9.075,-7.26974,-9.25942,21.527
9.08,-7.37049,-9.41199,21.5814
9.085,-7.47376,-9.56437,21.6453
9.09,-7.57941,-9.71621,21.719
9.095,-7.68729,-9.86712,21.8026
9.1,-7.79723,-10.0167,21.8962
9.105,-7.90906,-10.1645,21.9997
9.11,-8.02259,-10.3101,22.1134
9.115,-8.13761,-10.453,22.2371
9.12,-8.25391,-10.5927,22.3709
9.125,-8.37126,-10.7287,22.5147
9.13,-8.48941,-10.8604,22.6685
9.135,-8.6081,-10.9874,22.832
9.14,-8.72706,-11.1089,23.0052
9.145,-8.84599,-11.2244,23.1877
9.15,-8.96459,-11.3334,23.3794
9.155,-9.08254,-11.4351,23.5799
9.16,-9.19951,-11.5291,23.7888
9.165,-9.31515,-11.6148,24.0056
9.17,-9.42911,-11.6914,24.23
9.175,-9.54101,-11.7586,24.4613
9.18,-9.65048,-11.8156,24.6989
9.185,-9.75713,-11.8621,24.9422
9.19,-9.86057,-11.8974,25.1904
9.195,-9.96041,-11.9212,25.4428
9.2,-10.0562,-11.933,25.6985
9.205,-10.1477,-11.9325,25.9566
9.21,-10.2343,-11.9194,26.2163
9.215,-10.3158,-11.8934,26.4764
9.22,-10.3917,-11.8544,26.7361
9.225,-10.4617,-11.8023,26.9943
9.23,-10.5254,-11.7371,27.2499
9.235,-10.5825,-11.6588,27.502
9.24,-10.6327,-11.5676,27.7493
9.245,-10.6757,-11.4637,27.9909
9.25,-10.7112,-11.3475,28.2257
9.255,-10.7391,-11.2194,28.4526
9.26,-10.7591,-11.0799,28.6708
9.265,-10.771,-10.9294,28.8792
9.27,-10.7748,-10.7688,29.077
9.275,-10.7703,-10.5987,29.2633
9.28,-10.7576,-10.4198,29.4374
9.285,-10.7365,-10.2331,29.5985
9.29,-10.7072,-10.0394,29.7461
9.295,-10.6698,-9.83958,29.8797
9.3,-10.6243,-9.63466,29.9987
9.305,-10.571,-9.42558,30.103
9.31,-10.51,-9.21334,30.1921
9.315,-10.4416,-8.99892,30.2659
9.32,-10.366,-8.78328,30.3245
9.325,-10.2836,-8.5674,30.3677
9.33,-10.1947,-8.3522,30.3957
9.335,-10.0997,-8.13858,30.4087
9.34,-9.999,-7.92739,30.4069
9.345,-9.89297,-7.71945,30.3907
9.35,-9.78208,-7.51551,30.3605
9.355,-9.66676,-7.31628,30.3166
9.36,-9.54749,-7.1224,30.2596
9.365,-9.42472,-6.93445,30.1901
9.37,-9.29893,-6.75295,30.1086
9.375,-9.17059,-6.57836,30.0156
9.38,-9.04018,-6.41106,29.9119
9.385,-8.90814,-6.2514,29.7981
9.39,-8.77496,-6.09963,29.6747
9.395,-8.64106,-5.95599,29.5425
9.4,-8.50688,-5.82062,29.4021
9.405,-8.37285,-5.69364,29.2541
9.41,-8.23936,-5.5751,29.0992
9.415,-8.10681,-5.46504,28.938
9.42,-7.97555,-5.36343,28.7711
9.425,-7.84594,-5.2702,28.5991
9.43,-7.7183,-5.18529,28.4225
9.435,-7.59294,-5.10856,28.2418
9.44,-7.47014,-5.03989,28.0577
9.445,-7.35017,-4.97911,27.8705
9.45,-7.23328,-4.92605,27.6809
9.455,-7.11967,-4.88053,27.4891
9.46,-7.00956,-4.84234,27.2957
9.465,-6.90313,-4.81128,27.101
9.47,-6.80054,-4.78715,26.9055
9.475,-6.70193,-4.76973,26.7094
9.48,-6.60744,-4.75882,26.5132
9.485,-6.51718,-4.7542,26.3172
9.49,-6.43124,-4.75567,26.1216
9.495,-6.3497,-4.76303,25.9267
9.5,-6.27263,-4.77608,25.7329
9.505,-6.2001,-4.79464,25.5404
9.51,-6.13213,-4.81853,25.3494
9.515,-6.06877,-4.84758,25.1601
9.52,-6.01003,-4.88162,24.9728
9.525,-5.95594,-4.92051,24.7878
9.53,-5.90649,-4.96409,24.6051
9.535,-5.86169,-5.01224,24.425
9.54,-5.82154,-5.06483,24.2478
9.545,-5.78601,-5.12174,24.0735
9.55,-5.75509,-5.18287,23.9023
9.555,-5.72876,-5.24812,23.7346
9.56,-5.707,-5.3174,23.5703
9.565,-5.68978,-5.39063,23.4097
9.57,-5.67706,-5.46772,23.2529
9.575,-5.66881,-5.54862,23.1002
9.58,-5.665,-5.63326,22.9516
9.585,-5.6656,-5.72158,22.8074
9.59,-5.67056,-5.81353,22.6677
9.595,-5.67986,-5.90906,22.5328
9.6,-5.69345,-6.00812,22.4027
9.605,-5.71129,-6.11068,22.2776
9.61,-5.73335,-6.21668,22.1578
9.615,-5.75958,-6.32608,22.0433
9.62,-5.78996,-6.43884,21.9345
9.625,-5.82444,-6.55492,21.8314
9.63,-5.86297,-6.67427,21.7343
9.635,-5.90553,-6.79684,21.6433
9.64,-5.95206,-6.92257,21.5587
9.645,-6.00254,-7.05141,21.4806
9.65,-6.05691,-7.18327,21.4093
9.655,-6.11513,-7.3181,21.345
9.66,-6.17716,-7.4558,21.2878
9.665,-6.24295,-7.59628,21.238
9.67,-6.31245,-7.73943,21.1959
9.675,-6.3856,-7.88513,21.1615
9.68,-6.46235,-8.03325,21.1352
9.685,-6.54263,-8.18364,21.1172
9.69,-6.62638,-8.33612,21.1077
9.695,-6.71353,-8.49053,21.1069
9.7,-6.80401,-8.64664,21.115
9.705,-6.89772,-8.80425,21.1323
9.71,-6.99457,-8.96309,21.1589
9.715,-7.09447,-9.12291,21.1951
9.72,-7.19731,-9.2834,21.2411
9.725,-7.30296,-9.44426,21.297
9.73,-7.41131,-9.60512,21.363
9.735,-7.5222,-9.76564,21.4392
9.74,-7.6355,-9.92539,21.5259
9.745,-7.75103,-10.084,21.6231
9.75,-7.86862,-10.2409,21.7309
9.755,-7.98807,-10.3957,21.8494
9.76,-8.10917,-10.5479,21.9786
9.765,-8.23172,-10.697,22.1186
9.77,-8.35546,-10.8423,22.2692
9.775,-8.48015,-10.9833,22.4305
9.78,-8.6055,-11.1195,22.6023
9.785,-8.73125,-11.2501,22.7844
9.79,-8.85708,-11.3745,22.9767
9.795,-8.98267,-11.4921,23.1788
9.8,-9.10768,-11.6023,23.3904
9.805,-9.23177,-11.7043,23.6113
9.81,-9.35456,-11.7975,23.8408
9.815,-9.47567,-11.8813,24.0786
9.82,-9.59472,-11.955,24.3239
9.825,-9.71129,-12.018,24.5763
9.83,-9.82497,-12.0698,24.8349
9.835,-9.93534,-12.1096,25.099
9.84,-10.042,-12.1372,25.3679
9.845,-10.1444,-12.1518,25.6405
9.85,-10.2423,-12.1533,25.9159
9.855,-10.3351,-12.1411,26.1931
9.86,-10.4224,-12.1151,26.4711
9.865,-10.5039,-12.075,26.7488
9.87,-10.5791,-12.0207,27.0251
9.875,-10.6477,-11.9522,27.2987
9.88,-10.7092,-11.8695,27.5686
9.885,-10.7633,-11.7729,27.8335
9.89,-10.8098,-11.6624,28.0923
9.895,-10.8483,-11.5386,28.3439
9.9,-10.8786,-11.4017,28.5871
9.905,-10.9004,-11.2525,28.8209
9.91,-10.9136,-11.0914,29.0441
9.915,-10.918,-10.9192,29.2558
9.92,-10.9136,-10.7367,29.4552
9.925,-10.9003,-10.5447,29.6413
9.93,-10.878,-10.3443,29.8134
9.935,-10.8469,-10.1362,29.9708
9.94,-10.807,-9.92165,30.113
9.945,-10.7585,-9.7016,30.2395
9.95,-10.7015,-9.47715,30.35
9.955,-10.6363,-9.24939,30.4441
9.96,-10.5631,-9.01939,30.5217
9.965,-10.4822,-8.78824,30.5827
9.97,-10.394,-8.55698,30.6273
9.975,-10.2989,-8.32664,30.6554
9.98,-10.1972,-8.09821,30.6675
9.985,-10.0894,-7.8726,30.6636
9.99,-9.97598,-7.65071,30.6443
9.995,-9.85737,-7.43336,30.61
10,-9.73407,-7.2213,30.5612
10.005,-9.60659,-7.01521,30.4984
10.01,-9.47544,-6.81572,30.4222
10.015,-9.34113,-6.62337,30.3334
10.02,-9.20417,-6.43863,30.2326
10.025,-9.06508,-6.26191,30.1204
10.03,-8.92436,-6.09355,29.9976
10.035,-8.78249,-5.93381,29.8648
10.04,-8.63997,-5.7829,29.7229
10.045,-8.49725,-5.64096,29.5725
10.05,-8.35478,-5.50809,29.4142
10.055,-8.21301,-5.38433,29.2488
10.06,-8.07232,-5.26966,29.077
10.065,-7.93313,-5.16403,28.8994
10.07,-7.79578,-5.06737,28.7166
10.075,-7.66062,-4.97954,28.5292
10.08,-7.52799,-4.90041,28.3378
10.085,-7.39816,-4.82979,28.1429
10.09,-7.27142,-4.7675,27.9451
10.095,-7.14801,-4.71332,27.7448
10.1,-7.02817,-4.66703,27.5425
10.105,-6.9121,-4.62841,27.3387
10.11,-6.79999,-4.59722,27.1338
10.115,-6.69199,-4.57323,26.9281
10.12,-6.58825,-4.55618,26.7221
10.125,-6.4889,-4.54585,26.516
10.13,-6.39405,-4.542,26.3103
10.135,-6.30378,-4.54441,26.1052
10.14,-6.21818,-4.55285,25.9009
10.145,-6.13731,-4.56711,25.6978
10.15,-6.06121,-4.58698,25.4962
10.155,-5.98992,-4.61228,25.2962
10.16,-5.92347,-4.64281,25.0981
10.165,-5.86187,-4.67841,24.9022
10.17,-5.80512,-4.7189,24.7085
10.175,-5.75324,-4.76415,24.5174
10.18,-5.7062,-4.81401,24.329
10.185,-5.664,-4.86835,24.1435
10.19,-5.62662,-4.92704,23.9611
10.195,-5.59402,-4.98999,23.782
10.2,-5.56618,-5.0571,23.6063
10.205,-5.54308,-5.12827,23.4342
10.21,-5.52467,-5.20342,23.2658
10.215,-5.51092,-5.28248,23.1014
10.22,-5.50179,-5.3654,22.9411
10.225,-5.49724,-5.4521,22.785
10.23,-5.49723,-5.54254,22.6333
10.235,-5.50173,-5.63668,22.4863
10.24,-5.51069,-5.73447,22.344
10.245,-5.52407,-5.83588,22.2066
10.25,-5.54183,-5.94086,22.0744
10.255,-5.56393,-6.0494,21.9474
10.26,-5.59034,-6.16145,21.8259
10.265,-5.621,-6.27699,21.71
10.27,-5.6559,-6.39599,21.5999
10.275,-5.69498,-6.5184,21.4959
10.28,-5.7382,-6.6442,21.3981
10.285,-5.78554,-6.77335,21.3067
10.29,-5.83695,-6.90579,21.222
10.295,-5.89239,-7.04148,21.1441
10.3,-5.95182,-7.18035,21.0732
10.305,-6.0152,-7.32233,21.0097
10.31,-6.08249,-7.46735,20.9536
10.315,-6.15364,-7.61532,20.9053
10.32,-6.22861,-7.76612,20.865
10.325,-6.30735,-7.91965,20.8328
10.33,-6.38979,-8.07576,20.8091
10.335,-6.47589,-8.23431,20.7941
10.34,-6.56557,-8.39512,20.788
10.345,-6.65877,-8.55801,20.7911
10.35,-6.75542,-8.72276,20.8036
10.355,-6.85543,-8.88913,20.8258
10.36,-6.9587,-9.05688,20.8578
10.365,-7.06515,-9.2257,20.9
10.37,-7.17465,-9.3953,20.9524
10.375,-7.28709,-9.56532,21.0154
10.38,-7.40234,-9.7354,21.0892
10.385,-7.52025,-9.90513,21.1738
10.39,-7.64067,-10.0741,21.2695
10.395,-7.76342,-10.2418,21.3764
10.4,-7.88832,-10.4078,21.4946
10.405,-8.01517,-10.5716,21.6242
10.41,-8.14374,-10.7325,21.7652
10.415,-8.27381,-10.89,21.9177
10.42,-8.40511,-11.0436,22.0816
10.425,-8.53738,-11.1924,22.2569
10.43,-8.67032,-11.336,22.4434
10.435,-8.80363,-11.4736,22.641
10.44,-8.93698,-11.6044,22.8494
10.445,-9.07003,-11.7279,23.0684
10.45,-9.2024,-11.8432,23.2976
10.455,-9.33371,-11.9496,23.5365
10.46,-9.46357,-12.0463,23.7847
10.465,-9.59156,-12.1328,24.0416
10.47,-9.71726,-12.2082,24.3066
10.475,-9.84021,-12.2719,24.579
10.48,-9.95996,-12.3232,24.8579
10.485,-10.0761,-12.3616,25.1426
10.49,-10.188,-12.3864,25.432
10.495,-10.2954,-12.3971,25.7253
10.5,-10.3977,-12.3933,26.0213
10.505,-10.4945,-12.3747,26.3189
10.51,-10.5853,-12.3409,26.6169
10.515,-10.6696,-12.2918,26.9142
10.52,-10.747,-12.2272,27.2094
10.525,-10.8172,-12.1471,27.5014
10.53,-10.8796,-12.0517,27.7888
10.535,-10.934,-11.9411,28.0703
10.54,-10.98,-11.8156,28.3446
10.545,-11.0172,-11.6758,28.6105
10.55,-11.0455,-11.522,28.8668
10.555,-11.0646,-11.355,29.1122
10.56,-11.0744,-11.1755,29.3457
10.565,-11.0746,-10.9843,29.5662
10.57,-11.0653,-10.7824,29.7728
10.575,-11.0463,-10.5707,29.9645
10.58,-11.0177,-10.3503,30.1406
10.585,-10.9796,-10.1222,30.3004
10.59,-10.9321,-9.88779,30.4434
10.595,-10.8753,-9.64809,30.569
10.6,-10.8096,-9.40433,30.6771
10.605,-10.7351,-9.15774,30.7672
10.61,-10.6521,-8.9095,30.8395
10.615,-10.5612,-8.6608,30.8938
10.62,-10.4625,-8.41277,30.9303
10.625,-10.3566,-8.16653,30.9493
10.63,-10.244,-7.92313,30.951
10.635,-10.125,-7.68354,30.9358
10.64,-10.0003,-7.44871,30.9043
10.645,-9.87039,-7.21947,30.857
10.65,-9.73577,-6.9966,30.7945
10.655,-9.59702,-6.7808,30.7175
10.66,-9.4547,-6.57268,30.6267
10.665,-9.30938,-6.37277,30.5228
10.67,-9.1616,-6.18152,30.4066
10.675,-9.01192,-5.9993,30.2789
10.68,-8.86088,-5.82642,30.1405
10.685,-8.709,-5.66309,29.9921
10.69,-8.55679,-5.50947,29.8345
10.695,-8.40475,-5.36566,29.6685
10.7,-8.25335,-5.23168,29.4949
10.705,-8.10303,-5.10753,29.3144
10.71,-7.95422,-4.99314,29.1277
10.715,-7.80732,-4.88839,28.9354
10.72,-7.6627,-4.79314,28.7383
10.725,-7.52071,-4.70722,28.5369
10.73,-7.38167,-4.63043,28.3318
10.735,-7.24587,-4.56253,28.1237
10.74,-7.1136,-4.50329,27.9129
10.745,-6.98508,-4.45244,27.7001
10.75,-6.86055,-4.40974,27.4857
10.755,-6.74019,-4.3749,27.2701
10.76,-6.62419,-4.34765,27.0537
10.765,-6.51269,-4.32772,26.837
10.77,-6.40582,-4.31484,26.6203
10.775,-6.3037,-4.30876,26.4039
10.78,-6.20641,-4.3092,26.1881
10.785,-6.11405,-4.31592,25.9732
10.79,-6.02666,-4.32868,25.7596
10.795,-5.94429,-4.34726,25.5475
10.8,-5.86698,-4.37143,25.337
10.805,-5.79475,-4.401,25.1285
10.81,-5.72762,-4.43577,24.9222
10.815,-5.66557,-4.47555,24.7182
10.82,-5.6086,-4.52019,24.5168
10.825,-5.55671,-4.56954,24.3181
10.83,-5.50986,-4.62344,24.1224
10.835,-5.46804,-4.68178,23.9298
10.84,-5.4312,-4.74444,23.7405
10.845,-5.39932,-4.81131,23.5546
10.85,-5.37236,-4.8823,23.3723
10.855,-5.35027,-4.95733,23.1938
10.86,-5.33302,-5.03632,23.0192
10.865,-5.32056,-5.11922,22.8487
10.87,-5.31284,-5.20596,22.6824
10.875,-5.30983,-5.29651,22.5206
10.88,-5.31147,-5.39082,22.3633
10.885,-5.31772,-5.48885,22.2107
10.89,-5.32854,-5.59058,22.0631
10.895,-5.34388,-5.69598,21.9204
10.9,-5.3637,-5.80504,21.7831
10.905,-5.38797,-5.91772,21.6511
10.91,-5.41664,-6.03403,21.5247
10.915,-5.44967,-6.15393,21.4041
10.92,-5.48703,-6.27741,21.2895
10.925,-5.52868,-6.40445,21.181
10.93,-5.57457,-6.53503,21.0789
10.935,-5.62469,-6.66913,20.9834
10.94,-5.67898,-6.8067,20.8947
10.945,-5.73743,-6.94772,20.813
10.95,-5.79998,-7.09213,20.7385
10.955,-5.86661,-7.23988,20.6715
10.96,-5.93727,-7.39091,20.6122
10.965,-6.01193,-7.54514,20.5608
