t,u[0],u[1],u[2]
14.915,-3.58884,-4.4543,18.4747
14.92,-3.63429,-4.58714,18.3111
14.925,-3.68412,-4.72431,18.1532
14.93,-3.73832,-4.86593,18.0012
14.935,-3.79689,-5.01216,17.8552
14.94,-3.85986,-5.16313,17.7155
14.945,-3.92724,-5.319,17.5823
14.95,-3.99906,-5.4799,17.4557
14.955,-4.07536,-5.64597,17.3361
14.96,-4.15616,-5.81736,17.2237
14.965,-4.24152,-5.9942,17.1188
14.97,-4.33148,-6.17661,17.0217
14.975,-4.42609,-6.36472,16.9327
14.98,-4.5254,-6.55862,16.8521
14.985,-4.62947,-6.75841,16.7804
14.99,-4.73836,-6.96418,16.7178
14.995,-4.85211,-7.176,16.6649
15,-4.9708,-7.3939,16.6219
15.005,-5.09448,-7.61792,16.5895
15.01,-5.22321,-7.84806,16.568
15.015,-5.35702,-8.08427,16.558
15.02,-5.49598,-8.32652,16.5599
15.025,-5.64012,-8.57469,16.5744
15.03,-5.78947,-8.82864,16.602
15.035,-5.94406,-9.08821,16.6432
15.04,-6.1039,-9.35316,16.6988
15.045,-6.26899,-9.6232,16.7692
15.05,-6.43931,-9.89798,16.8553
15.055,-6.61482,-10.1771,16.9576
15.06,-6.79548,-10.4601,17.0767
15.065,-6.9812,-10.7464,17.2134
15.07,-7.17189,-11.0353,17.3683
15.075,-7.36741,-11.3262,17.5421
15.08,-7.5676,-11.6182,17.7353
15.085,-7.77227,-11.9103,17.9487
15.09,-7.98117,-12.2017,18.1827
15.095,-8.19404,-12.4911,18.4379
15.1,-8.41055,-12.7774,18.7147
15.105,-8.63035,-13.0591,19.0135
15.11,-8.853,-13.3349,19.3347
15.115,-9.07805,-13.6031,19.6784
15.12,-9.30497,-13.8622,20.0446
15.125,-9.53317,-14.1103,20.4333
15.13,-9.76202,-14.3456,20.8443
15.135,-9.99081,-14.5662,21.2772
15.14,-10.2188,-14.7702,21.7314
15.145,-10.4451,-14.9554,22.206
15.15,-10.6689,-15.1198,22.7
15.155,-10.8892,-15.2614,23.2122
15.16,-11.1051,-15.3782,23.7411
15.165,-11.3155,-15.4682,24.2849
15.17,-11.5193,-15.5295,24.8415
15.175,-11.7154,-15.5605,25.4088
15.18,-11.9026,-15.5594,25.9842
15.185,-12.0799,-15.5251,26.565
15.19,-12.246,-15.4563,27.1482
15.195,-12.3998,-15.3522,27.7306
15.2,-12.5401,-15.2123,28.309
15.205,-12.6659,-15.0364,28.88
15.21,-12.7762,-14.8246,29.44
15.215,-12.8699,-14.5775,29.9855
15.22,-12.9461,-14.296,30.5131
15.225,-13.0041,-13.9815,31.0194
15.23,-13.0433,-13.6356,31.501
15.235,-13.0629,-13.2604,31.955
15.24,-13.0627,-12.8584,32.3784
15.245,-13.0423,-12.4322,32.7688
15.25,-13.0017,-11.9848,33.124
15.255,-12.9408,-11.5194,33.442
15.26,-12.8598,-11.0393,33.7215
15.265,-12.7592,-10.548,33.9614
15.27,-12.6393,-10.049,34.1611
15.275,-12.5009,-9.54579,34.3203
15.28,-12.3447,-9.04174,34.4393
15.285,-12.1716,-8.54016,34.5185
15.29,-11.9827,-8.04418,34.559
15.295,-11.779,-7.55672,34.5618
15.3,-11.5617,-7.08045,34.5286
15.305,-11.3322,-6.61778,34.4611
15.31,-11.0916,-6.17081,34.3611
15.315,-10.8414,-5.74137,34.2309
15.32,-10.583,-5.33098,34.0725
15.325,-10.3176,-4.94084,33.8882
15.33,-10.0467,-4.57193,33.6803
15.335,-9.77145,-4.22485,33.4511
15.34,-9.49327,-3.89997,33.2028
15.345,-9.21335,-3.59745,32.9376
15.35,-8.93285,-3.31722,32.6575
15.355,-8.65288,-3.05901,32.3646
15.36,-8.37449,-2.8224,32.0606
15.365,-8.09862,-2.60682,31.7473
15.37,-7.82618,-2.4116,31.4264
15.375,-7.55796,-2.23594,31.0992
15.38,-7.29469,-2.07901,30.7671
15.385,-7.03703,-1.93989,30.4313
15.39,-6.78554,-1.81764,30.093
15.395,-6.54072,-1.71131,29.7529
15.4,-6.30301,-1.61993,29.4122
15.405,-6.07276,-1.54253,29.0713
15.41,-5.85027,-1.47818,28.7311
15.415,-5.63577,-1.42595,28.3921
15.42,-5.42945,-1.38496,28.0548
15.425,-5.23143,-1.35435,27.7195
15.43,-5.04181,-1.33332,27.3867
15.435,-4.86061,-1.32109,27.0567
15.44,-4.68784,-1.31695,26.7297
15.445,-4.52347,-1.32023,26.4058
15.45,-4.36744,-1.33029,26.0854
15.455,-4.21965,-1.34656,25.7685
15.46,-4.08,-1.36852,25.4552
15.465,-3.94836,-1.39566,25.1456
15.47,-3.82457,-1.42756,24.8398
15.475,-3.70848,-1.46382,24.5379
15.48,-3.59992,-1.50407,24.2398
15.485,-3.49871,-1.54801,23.9457
15.49,-3.40466,-1.59534,23.6555
15.495,-3.31758,-1.64583,23.3692
15.5,-3.23728,-1.69927,23.0869
15.505,-3.16358,-1.75547,22.8086
15.51,-3.09627,-1.81428,22.5342
15.515,-3.03518,-1.87558,22.2639
15.52,-2.98012,-1.93927,21.9975
15.525,-2.93091,-2.00528,21.7351
15.53,-2.88738,-2.07355,21.4767
15.535,-2.84935,-2.14406,21.2223
15.54,-2.81668,-2.21679,20.9719
15.545,-2.78921,-2.29174,20.7255
15.55,-2.76679,-2.36895,20.4831
15.555,-2.74928,-2.44844,20.2448
15.56,-2.73657,-2.53026,20.0106
15.565,-2.72853,-2.61449,19.7805
15.57,-2.72505,-2.7012,19.5545
15.575,-2.72604,-2.79047,19.3327
15.58,-2.7314,-2.88241,19.1151
15.585,-2.74106,-2.97713,18.9017
15.59,-2.75494,-3.07473,18.6927
15.595,-2.77298,-3.17536,18.488
15.6,-2.79512,-3.27913,18.2878
15.605,-2.82133,-3.38621,18.0921
15.61,-2.85158,-3.49672,17.9009
15.615,-2.88582,-3.61084,17.7145
15.62,-2.92406,-3.72871,17.5328
15.625,-2.96628,-3.85051,17.3561
15.63,-3.01249,-3.97641,17.1843
15.635,-3.06269,-4.10658,17.0177
15.64,-3.1169,-4.24121,16.8564
15.645,-3.17514,-4.38048,16.7005
15.65,-3.23746,-4.52457,16.5503
15.655,-3.3039,-4.67368,16.4058
15.66,-3.37449,-4.828,16.2674
15.665,-3.44931,-4.98771,16.1351
15.67,-3.5284,-5.15302,16.0093
15.675,-3.61184,-5.32412,15.8902
15.68,-3.6997,-5.50119,15.7781
15.685,-3.79207,-5.68442,15.6732
15.69,-3.88903,-5.87399,15.5759
15.695,-3.99066,-6.07009,15.4866
15.7,-4.09707,-6.27287,15.4055
15.705,-4.20834,-6.48251,15.333
15.71,-4.32459,-6.69914,15.2697
15.715,-4.4459,-6.92289,15.2159
15.72,-4.57239,-7.15389,15.1721
15.725,-4.70416,-7.39223,15.1388
15.73,-4.8413,-7.63798,15.1165
15.735,-4.98393,-7.89118,15.1059
15.74,-5.13213,-8.15185,15.1074
15.745,-5.28599,-8.41997,15.1218
15.75,-5.44561,-8.69546,15.1497
15.755,-5.61106,-8.97823,15.1918
15.76,-5.7824,-9.26809,15.2489
15.765,-5.95968,-9.56485,15.3216
15.77,-6.14295,-9.86819,15.4109
15.775,-6.33223,-10.1778,15.5174
15.78,-6.5275,-10.4931,15.6421
15.785,-6.72876,-10.8138,15.7858
15.79,-6.93595,-11.1391,15.9494
15.795,-7.14899,-11.4683,16.1336
15.8,-7.36776,-11.8005,16.3395
15.805,-7.59211,-12.1349,16.5679
15.81,-7.82184,-12.4703,16.8195
15.815,-8.05671,-12.8055,17.0952
15.82,-8.29642,-13.1392,17.3957
15.825,-8.54062,-13.4697,17.7216
15.83,-8.78891,-13.7956,18.0737
15.835,-9.0408,-14.1149,18.4522
15.84,-9.29576,-14.4257,18.8576
15.845,-9.55316,-14.7259,19.2901
15.85,-9.81231,-15.0132,19.7496
15.855,-10.0724,-15.2853,20.236
15.86,-10.3327,-15.5397,20.7488
15.865,-10.5922,-15.7739,21.2873
15.87,-10.8498,-15.9851,21.8505
15.875,-11.1046,-16.1708,22.4372
15.88,-11.3552,-16.3282,23.0458
15.885,-11.6006,-16.4547,23.6744
15.89,-11.8393,-16.5477,24.3207
15.895,-12.07,-16.6049,24.9821
15.9,-12.2913,-16.6239,25.6555
15.905,-12.5018,-16.6028,26.3377
15.91,-12.7,-16.5399,27.025
15.915,-12.8843,-16.4338,27.7135
15.92,-13.0535,-16.2835,28.3991
15.925,-13.206,-16.0887,29.0775
15.93,-13.3404,-15.8491,29.744
15.935,-13.4556,-15.5654,30.3942
15.94,-13.5503,-15.2385,31.0235
15.945,-13.6235,-14.87,31.6275
15.95,-13.6742,-14.462,32.2019
15.955,-13.7016,-14.0171,32.7425
15.96,-13.7053,-13.5385,33.2458
15.965,-13.6847,-13.0296,33.7084
15.97,-13.6397,-12.4943,34.1273
15.975,-13.5703,-11.9368,34.5003
15.98,-13.4767,-11.3615,34.8255
15.985,-13.3594,-10.773,35.1016
15.99,-13.2189,-10.176,35.328
15.995,-13.056,-9.57483,35.5045
16,-12.8719,-8.97412,35.6316
16.005,-12.6676,-8.3781,35.7102
16.01,-12.4444,-7.79078,35.7417
16.015,-12.2037,-7.21584,35.728
16.02,-11.9472,-6.65664,35.6713
16.025,-11.6763,-6.1161,35.574
16.03,-11.3929,-5.59678,35.4389
16.035,-11.0985,-5.10077,35.2689
16.04,-10.7948,-4.62975,35.0669
16.045,-10.4837,-4.18502,34.8359
16.05,-10.1666,-3.76743,34.579
16.055,-9.84534,-3.37753,34.2991
16.06,-9.52136,-3.01548,33.9991
16.065,-9.19621,-2.68121,33.6817
16.07,-8.87125,-2.37429,33.3495
16.075,-8.54781,-2.09409,33.0048
16.08,-8.22708,-1.83979,32.65
16.085,-7.91017,-1.61044,32.2871
16.09,-7.59809,-1.40495,31.9178
16.095,-7.29174,-1.22212,31.5439
16.1,-6.99191,-1.06072,31.1669
16.105,-6.69929,-0.919456,30.788
16.11,-6.4145,-0.79702,30.4083
16.115,-6.13803,-0.69211,30.029
16.12,-5.87031,-0.603436,29.6507
16.125,-5.61166,-0.529742,29.2743
16.13,-5.36235,-0.46981,28.9002
16.135,-5.12257,-0.42247,28.5292
16.14,-4.89244,-0.386612,28.1614
16.145,-4.67203,-0.36118,27.7974
16.15,-4.46135,-0.345186,27.4372
16.155,-4.26036,-0.337703,27.0813
16.16,-4.06899,-0.337872,26.7296
16.165,-3.88711,-0.344896,26.3823
16.17,-3.7146,-0.358044,26.0395
16.175,-3.55127,-0.376646,25.7013
16.18,-3.39692,-0.400091,25.3676
16.185,-3.25135,-0.427828,25.0384
16.19,-3.11432,-0.459358,24.7138
16.195,-2.9856,-0.494234,24.3937
16.2,-2.86492,-0.532061,24.078
16.205,-2.75204,-0.572487,23.7668
16.21,-2.64669,-0.615203,23.46
16.215,-2.54862,-0.659942,23.1575
16.22,-2.45755,-0.706472,22.8592
16.225,-2.37324,-0.754596,22.5652
16.23,-2.29542,-0.80415,22.2754
16.235,-2.22385,-0.854998,21.9896
16.24,-2.15828,-0.907032,21.708
16.245,-2.09848,-0.960169,21.4303
16.25,-2.04421,-1.01435,21.1566
16.255,-1.99526,-1.06952,20.8868
16.26,-1.95142,-1.12568,20.6209
16.265,-1.91248,-1.18282,20.3589
16.27,-1.87826,-1.24094,20.1006
16.275,-1.84856,-1.30008,19.8461
16.28,-1.82323,-1.36027,19.5954
16.285,-1.8021,-1.42157,19.3484
16.29,-1.78502,-1.48404,19.1051
16.295,-1.77186,-1.54776,18.8654
16.3,-1.76248,-1.6128,18.6294
16.305,-1.75677,-1.67927,18.397
16.31,-1.75462,-1.74726,18.1683
16.315,-1.75594,-1.81688,17.9432
16.32,-1.76063,-1.88824,17.7217
16.325,-1.76862,-1.96147,17.5039
16.33,-1.77984,-2.0367,17.2896
16.335,-1.79425,-2.11406,17.0791
16.34,-1.81178,-2.1937,16.8721
16.345,-1.8324,-2.27576,16.6689
16.35,-1.85608,-2.36038,16.4694
16.355,-1.88281,-2.44775,16.2735
16.36,-1.91257,-2.53801,16.0815
16.365,-1.94535,-2.63133,15.8933
16.37,-1.98117,-2.72791,15.7089
16.375,-2.02004,-2.8279,15.5285
16.38,-2.06198,-2.93151,15.352
16.385,-2.10703,-3.03892,15.1796
16.39,-2.15521,-3.15034,15.0113
16.395,-2.20659,-3.26597,14.8472
16.4,-2.26121,-3.38601,14.6875
16.405,-2.31913,-3.51069,14.5322
16.41,-2.38043,-3.64023,14.3815
16.415,-2.44519,-3.77484,14.2355
16.42,-2.51349,-3.91478,14.0943
16.425,-2.58541,-4.06027,13.9581
16.43,-2.66107,-4.21156,13.8272
16.435,-2.74057,-4.36889,13.7016
16.44,-2.82402,-4.53252,13.5817
16.445,-2.91154,-4.7027,13.4676
16.45,-3.00327,-4.8797,13.3597
16.455,-3.09932,-5.06377,13.2581
16.46,-3.19985,-5.25517,13.1633
16.465,-3.305,-5.45418,13.0755
16.47,-3.41492,-5.66105,12.9952
16.475,-3.52977,-5.87603,12.9226
16.48,-3.64971,-6.09939,12.8583
16.485,-3.77491,-6.33137,12.8027
16.49,-3.90553,-6.57221,12.7562
16.495,-4.04175,-6.82213,12.7196
16.5,-4.18375,-7.08134,12.6932
16.505,-4.33169,-7.35003,12.6778
16.51,-4.48576,-7.62837,12.674
16.515,-4.64613,-7.91649,12.6825
16.52,-4.81297,-8.2145,12.7042
16.525,-4.98645,-8.52246,12.7397
16.53,-5.16673,-8.84038,12.79
16.535,-5.35397,-9.16823,12.856
16.54,-5.5483,-9.5059,12.9387
16.545,-5.74985,-9.85321,13.0392
16.55,-5.95874,-10.2099,13.1583
16.555,-6.17506,-10.5756,13.2974
16.56,-6.39887,-10.9499,13.4576
16.565,-6.6302,-11.3323,13.64
16.57,-6.86907,-11.7219,13.846
16.575,-7.11544,-12.1179,14.0768
16.58,-7.36924,-12.5194,14.3337
16.585,-7.63033,-12.9252,14.618
16.59,-7.89853,-13.3339,14.9309
16.595,-8.17361,-13.744,15.2737
16.6,-8.45524,-14.1536,15.6476
16.605,-8.74304,-14.5607,16.0537
16.61,-9.03652,-14.9633,16.493
16.615,-9.33512,-15.3586,16.9663
16.62,-9.63818,-15.7442,17.4744
16.625,-9.94493,-16.117,18.0177
16.63,-10.2545,-16.4739,18.5964
16.635,-10.5658,-16.8114,19.2103
16.64,-10.8779,-17.1261,19.8592
16.645,-11.1893,-17.4142,20.5422
16.65,-11.4989,-17.6717,21.258
16.655,-11.8051,-17.8949,22.005
16.66,-12.1062,-18.0797,22.7808
16.665,-12.4006,-18.2222,23.5829
16.67,-12.6865,-18.3187,24.4078
16.675,-12.9619,-18.3657,25.2517
16.68,-13.2248,-18.3598,26.1101
16.685,-13.4733,-18.2983,26.9782
16.69,-13.7053,-18.1789,27.8504
16.695,-13.9187,-17.9996,28.721
16.7,-14.1114,-17.7596,29.5836
16.705,-14.2816,-17.4584,30.4318
16.71,-14.4273,-17.0966,31.2589
16.715,-14.5469,-16.6755,32.0584
16.72,-14.6388,-16.1973,32.8236
16.725,-14.7016,-15.665,33.5483
16.73,-14.7342,-15.0826,34.2265
16.735,-14.7357,-14.4547,34.8529
16.74,-14.7057,-13.7866,35.4227
16.745,-14.6438,-13.0844,35.9321
16.75,-14.5501,-12.3543,36.3777
16.755,-14.4248,-11.6031,36.7575
16.76,-14.2688,-10.8375,37.07
16.765,-14.0829,-10.0645,37.3149
16.77,-13.8684,-9.29067,37.4927
16.775,-13.6268,-8.52253,37.6046
16.78,-13.3599,-7.76608,37.6529
16.785,-13.0695,-7.02686,37.6403
16.79,-12.7579,-6.30983,37.5702
16.795,-12.4271,-5.61931,37.4465
16.8,-12.0795,-4.95892,37.2732
16.805,-11.7174,-4.33164,37.055
16.81,-11.3433,-3.73971,36.7962
16.815,-10.9594,-3.18476,36.5015
16.82,-10.5681,-2.66777,36.1753
16.825,-10.1716,-2.18916,35.822
16.83,-9.77192,-1.74886,35.4458
16.835,-9.37118,-1.34631,35.0506
16.84,-8.97122,-0.980604,34.64
16.845,-8.57376,-0.650496,34.2173
16.85,-8.18042,-0.354549,33.7855
16.855,-7.79257,-0.0910036,33.3473
16.86,-7.4115,0.141976,32.9051
16.865,-7.03831,0.346318,32.4609
16.87,-6.67397,0.524007,32.0164
16.875,-6.31931,0.677041,31.5732
16.88,-5.97499,0.807404,31.1326
16.885,-5.64159,0.917042,30.6955
16.89,-5.31953,1.00784,30.2629
16.895,-5.00915,1.08161,29.8353
16.9,-4.71065,1.14007,29.4134
16.905,-4.42417,1.18485,28.9975
16.91,-4.14976,1.21749,28.5879
16.915,-3.88739,1.23939,28.1848
16.92,-3.63696,1.2519,27.7882
16.925,-3.39832,1.25622,27.3982
16.93,-3.17128,1.25348,27.0148
16.935,-2.95557,1.24471,26.638
16.94,-2.75094,1.23082,26.2676
16.945,-2.55706,1.21268,25.9035
16.95,-2.37361,1.19103,25.5457
16.955,-2.20022,1.16657,25.1939
16.96,-2.03654,1.13991,24.8481
16.965,-1.88218,1.11158,24.508
16.97,-1.73676,1.08208,24.1735
16.975,-1.59989,1.05183,23.8444
16.98,-1.47118,1.0212,23.5206
16.985,-1.35024,0.99052,23.202
16.99,-1.2367,0.960079,22.8884
16.995,-1.13017,0.930117,22.5797
17,-1.03029,0.900845,22.2757
17.005,-0.936683,0.872442,21.9763
17.01,-0.849009,0.845057,21.6814
17.015,-0.766922,0.818815,21.3908
17.02,-0.690093,0.793818,21.1046
17.025,-0.618201,0.770151,20.8225
17.03,-0.55094,0.747878,20.5444
17.035,-0.488014,0.72705,20.2704
17.04,-0.429141,0.707706,20.0003
17.045,-0.37405,0.68987,19.734
17.05,-0.322482,0.673561,19.4714
17.055,-0.274191,0.658788,19.2125
17.06,-0.228942,0.645552,18.9572
17.065,-0.186511,0.633849,18.7054
17.07,-0.146687,0.623674,18.4571
17.075,-0.109268,0.615014,18.2123
17.08,-0.0740622,0.607855,17.9707
17.085,-0.0408896,0.602184,17.7325
17.09,-0.00957853,0.597982,17.4976
17.095,0.0200333,0.595235,17.2658
17.1,0.0480995,0.593924,17.0372
17.105,0.0747651,0.594035,16.8117
17.11,0.100168,0.595552,16.5893
17.115,0.124437,0.598462,16.3699
17.12,0.147697,0.602753,16.1535
17.125,0.170062,0.608416,15.94
17.13,0.191645,0.615444,15.7294
17.135,0.21255,0.623831,15.5217
17.14,0.232876,0.633576,15.3168
17.145,0.252717,0.64468,15.1147
17.15,0.272164,0.657147,14.9153
17.155,0.291303,0.670985,14.7187
17.16,0.310217,0.686203,14.5247
17.165,0.328983,0.702817,14.3335
17.17,0.347678,0.720844,14.1448
17.175,0.366374,0.740306,13.9587
17.18,0.385143,0.761227,13.7753
17.185,0.404053,0.783638,13.5943
17.19,0.42317,0.807572,13.4159
17.195,0.44256,0.833066,13.2399
17.2,0.462286,0.860161,13.0665
17.205,0.482411,0.888905,12.8955
17.21,0.502998,0.919346,12.7269
17.215,0.524109,0.951541,12.5607
17.22,0.545804,0.98555,12.3969
17.225,0.568146,1.02144,12.2354
17.23,0.591196,1.05927,12.0764
17.235,0.615017,1.09913,11.9197
17.24,0.639672,1.14109,11.7653
17.245,0.665224,1.18523,11.6132
17.25,0.691739,1.23166,11.4635
17.255,0.719284,1.28047,11.316
17.26,0.747926,1.33175,11.1709
17.265,0.777737,1.38563,11.0281
17.27,0.808789,1.44221,10.8876
17.275,0.841155,1.50162,10.7494
17.28,0.874913,1.56399,10.6136
17.285,0.910144,1.62946,10.4801
17.29,0.946929,1.69817,10.3489
17.295,0.985355,1.77028,10.2202
17.3,1.02551,1.84595,10.0939
17.305,1.06749,1.92534,9.96997
17.31,1.11139,2.00864,9.84857
17.315,1.15732,2.09603,9.72969
17.32,1.20537,2.18772,9.6134
17.325,1.25567,2.28391,9.49974
17.33,1.30831,2.38481,9.38879
17.335,1.36344,2.49067,9.28063
17.34,1.42116,2.60171,9.17533
17.345,1.48162,2.71819,9.07299
17.35,1.54496,2.84036,8.97373
17.355,1.61131,2.96852,8.87766
17.36,1.68083,3.10294,8.78492
17.365,1.75368,3.24392,8.69566
17.37,1.83002,3.39177,8.61005
17.375,1.91003,3.54683,8.52826
17.38,1.99388,3.70942,8.45052
17.385,2.08177,3.8799,8.37704
17.39,2.17389,4.05864,8.30809
17.395,2.27045,4.246,8.24393
17.4,2.37166,4.44237,8.18488
17.405,2.47775,4.64817,8.13127
17.41,2.58893,4.86378,8.08349
17.415,2.70547,5.08965,8.04194
17.42,2.8276,5.32619,8.00707
17.425,2.95559,5.57383,7.97938
17.43,3.08969,5.83303,7.95942
17.435,3.23019,6.10421,7.94779
17.44,3.37738,6.38783,7.94514
17.445,3.53153,6.68431,7.95219
17.45,3.69295,6.99408,7.96971
17.455,3.86194,7.31755,7.99857
17.46,4.03882,7.65512,8.0397
17.465,4.22388,8.00715,8.09409
17.47,4.41745,8.37396,8.16286
17.475,4.61984,8.75585,8.2472
17.48,4.83136,9.15303,8.34837
17.485,5.05231,9.56567,8.46779
17.49,5.28299,9.99384,8.60692
17.495,5.52367,10.4375,8.76738
17.5,5.77463,10.8966,8.95087
17.505,6.0361,11.3707,9.15921
17.51,6.30829,11.8595,9.39432
17.515,6.59139,12.3624,9.65824
17.52,6.88551,12.8784,9.95308
17.525,7.19074,13.4066,10.2811
17.53,7.5071,13.9456,10.6445
17.535,7.83452,14.4938,11.0457
17.54,8.17287,15.0492,11.487
17.545,8.52189,15.6095,11.9707
17.55,8.88125,16.1719,12.4993
17.555,9.25045,16.7332,13.0749
17.56,9.62887,17.2899,13.6996
17.565,10.0157,17.8379,14.3752
17.57,10.41,18.3725,15.1032
17.575,10.8107,18.8887,15.8849
17.58,11.2164,19.381,16.721
17.585,11.6255,19.8433,17.6116
17.59,12.0362,20.2692,18.5564
17.595,12.4466,20.652,19.5538
17.6,12.8544,20.9844,20.6019
17.605,13.257,21.2595,21.6975
17.61,13.6518,21.4699,22.8363
17.615,14.0357,21.6086,24.0131
17.62,14.4058,21.6688,25.2215
17.625,14.7587,21.6446,26.4537
17.63,15.0909,21.5304,27.7011
17.635,15.3991,21.3218,28.9539
17.64,15.6797,21.0158,30.2015
17.645,15.9294,20.6106,31.4324
17.65,16.1447,20.1061,32.6348
17.655,16.3226,19.5039,33.7965
17.66,16.4602,18.8073,34.9056
17.665,16.555,18.0217,35.9505
17.67,16.6051,17.1539,36.9204
17.675,16.6087,16.2127,37.8055
17.68,16.5648,15.2082,38.5974
17.685,16.473,14.1514,39.2894
17.69,16.3332,13.0546,39.8765
17.695,16.1463,11.9303,40.3556
17.7,15.9134,10.7913,40.7257
17.705,15.6363,9.65028,40.9875
17.71,15.3175,8.51914,41.1438
17.715,14.9596,7.40915,41.1988
17.72,14.5659,6.33043,41.1582
17.725,14.1398,5.29184,41.0288
17.73,13.685,4.30085,40.8184
17.735,13.2054,3.36346,40.5354
17.74,12.7048,2.48422,40.1883
17.745,12.1873,1.66627,39.786
17.75,11.6566,0.911399,39.3369
17.755,11.1164,0.220204,38.8493
17.76,10.5704,-0.407785,38.3311
17.765,10.0218,-0.973944,37.7893
17.77,9.47374,-1.4804,37.2304
17.775,8.92904,-1.92989,36.6603
17.78,8.39022,-2.32557,36.084
17.785,7.85954,-2.67094,35.5059
17.79,7.33896,-2.96968,34.9297
17.795,6.83025,-3.22552,34.3585
17.8,6.33476,-3.44232,33.7948
17.805,5.85366,-3.62381,33.2405
17.81,5.38789,-3.7736,32.6972
17.815,4.93818,-3.89515,32.1659
17.82,4.50503,-3.99175,31.6475
17.825,4.08878,-4.06648,31.1423
17.83,3.68963,-4.12219,30.6507
17.835,3.30759,-4.16153,30.1727
17.84,2.94257,-4.18695,29.7082
17.845,2.59438,-4.20065,29.257
17.85,2.26273,-4.20465,28.8187
17.855,1.94723,-4.20077,28.3929
17.86,1.64744,-4.19066,27.9793
17.865,1.36288,-4.17578,27.5773
17.87,1.093,-4.15745,27.1865
17.875,0.837224,-4.13683,26.8064
17.88,0.594957,-4.11496,26.4366
17.885,0.36558,-4.09274,26.0765
17.89,0.148462,-4.071,25.7258
17.895,-0.0570337,-4.05042,25.3841
17.9,-0.251545,-4.03164,25.0509
17.905,-0.435706,-4.01519,24.7258
17.91,-0.610148,-4.00153,24.4087
17.915,-0.77549,-3.99108,24.0991
17.92,-0.932339,-3.98418,23.7967
17.925,-1.08129,-3.98114,23.5014
17.93,-1.22292,-3.98222,23.2128
17.935,-1.3578,-3.98763,22.9309
17.94,-1.48647,-3.99757,22.6553
17.945,-1.60946,-4.0122,22.386
17.95,-1.72727,-4.03166,22.1228
17.955,-1.8404,-4.05607,21.8656
17.96,-1.94933,-4.08554,21.6142
17.965,-2.05449,-4.12014,21.3687
17.97,-2.15634,-4.15996,21.129
17.975,-2.25529,-4.20507,20.8949
17.98,-2.35173,-4.25553,20.6666
17.985,-2.44606,-4.3114,20.4439
17.99,-2.53865,-4.37272,20.2268
17.995,-2.62984,-4.43956,20.0155
18,-2.71997,-4.51195,19.8098
18.005,-2.80937,-4.58996,19.61
18.01,-2.89835,-4.67362,19.4159
18.015,-2.9872,-4.76299,19.2277
18.02,-3.07622,-4.85813,19.0455
18.025,-3.16568,-4.95908,18.8693
18.03,-3.25583,-5.0659,18.6993
18.035,-3.34694,-5.17865,18.5357
18.04,-3.43925,-5.29739,18.3785
18.045,-3.533,-5.42217,18.2279
18.05,-3.62841,-5.55307,18.0841
18.055,-3.72569,-5.69013,17.9473
18.06,-3.82507,-5.83343,17.8176
18.065,-3.92674,-5.98302,17.6954
18.07,-4.0309,-6.13896,17.5809
18.075,-4.13774,-6.30129,17.4743
18.08,-4.24744,-6.47008,17.3758
18.085,-4.36018,-6.64535,17.2859
18.09,-4.47613,-6.82715,17.2049
18.095,-4.59545,-7.01549,17.133
18.1,-4.7183,-7.21039,17.0706
18.105,-4.84481,-7.41183,17.0182
18.11,-4.97514,-7.6198,16.9762
18.115,-5.10942,-7.83425,16.9449
18.12,-5.24775,-8.05511,16.9249
18.125,-5.39027,-8.28229,16.9167
18.13,-5.53706,-8.51566,16.9206
18.135,-5.68822,-8.75506,16.9373
18.14,-5.84382,-9.00029,16.9673
18.145,-6.00393,-9.25111,17.0112
18.15,-6.16859,-9.50722,17.0695
18.155,-6.33782,-9.76829,17.1429
18.16,-6.51165,-10.0339,17.2319
18.165,-6.69004,-10.3036,17.3371
18.17,-6.87296,-10.5769,17.4593
18.175,-7.06036,-10.853,17.5989
18.18,-7.25214,-11.1315,17.7566
18.185,-7.44817,-11.4114,17.933
18.19,-7.64831,-11.692,18.1286
18.195,-7.85234,-11.9722,18.344
18.2,-8.06006,-12.2511,18.5798
18.205,-8.27117,-12.5274,18.8362
18.21,-8.48536,-12.8,19.1137
18.215,-8.70226,-13.0675,19.4126
18.22,-8.92146,-13.3285,19.7331
18.225,-9.14248,-13.5813,20.0753
18.23,-9.3648,-13.8244,20.4391
18.235,-9.58785,-14.0561,20.8244
18.24,-9.81097,-14.2746,21.2309
18.245,-10.0335,-14.4779,21.658
18.25,-10.2546,-14.6643,22.105
18.255,-10.4736,-14.8318,22.5712
18.26,-10.6896,-14.9784,23.0552
18.265,-10.9016,-15.1022,23.556
18.27,-11.1086,-15.2015,24.0717
18.275,-11.3098,-15.2743,24.6007
18.28,-11.504,-15.319,25.1409
18.285,-11.6902,-15.334,25.6901
18.29,-11.8673,-15.318,26.2458
18.295,-12.0342,-15.2698,26.8053
18.3,-12.1898,-15.1885,27.3656
18.305,-12.333,-15.0733,27.9239
18.31,-12.4628,-14.924,28.4768
18.315,-12.5782,-14.7406,29.0212
18.32,-12.6781,-14.5232,29.5538
18.325,-12.7619,-14.2727,30.0712
18.33,-12.8285,-13.9901,30.5703
18.335,-12.8774,-13.6766,31.0477
18.34,-12.9079,-13.3341,31.5007
18.345,-12.9196,-12.9647,31.9262
